item_id,image_basename,domain,subcategory,source
mv_1706,,Plane Geometry,Angle,Geo2D_collected
mv_1707,,Plane Geometry,Angle,Geo2D_collected
mv_1708,,Plane Geometry,Angle,Geo2D_collected
mv_1709,,Plane Geometry,Angle,Geo2D_collected
mv_1710,,Plane Geometry,Angle,Geo2D_collected
mv_1711,,Plane Geometry,Angle,Geo2D_collected
mv_1712,,Plane Geometry,Angle,Geo2D_collected
mv_1713,,Plane Geometry,Angle,Geo2D_collected
mv_1714,,Plane Geometry,Angle,Geo2D_collected
mv_1715,,Plane Geometry,Applied,Geo2D_collected
mv_1716,,Plane Geometry,Applied,Geo2D_collected
mv_1717,,Plane Geometry,Applied,Geo2D_collected
mv_1718,,Plane Geometry,Applied,Geo2D_collected
mv_1719,,Plane Geometry,Applied,Geo2D_collected
mv_1720,,Plane Geometry,Applied,Geo2D_collected
mv_1721,,Plane Geometry,Applied,Geo2D_collected
mv_1722,,Plane Geometry,Applied,Geo2D_collected
mv_1723,,Plane Geometry,Applied,Geo2D_collected
mv_1724,,Plane Geometry,Applied,Geo2D_collected
mv_1725,,Plane Geometry,Angle,Geo2D_collected
mv_1726,,Plane Geometry,Angle,Geo2D_collected
mv_1727,,Plane Geometry,Angle,Geo2D_collected
mv_1728,,Plane Geometry,Angle,Geo2D_collected
mv_1729,,Plane Geometry,Angle,Geo2D_collected
mv_1730,,Plane Geometry,Applied,Geo2D_collected
mv_1731,,Plane Geometry,Applied,Geo2D_collected
mv_1732,,Plane Geometry,Applied,Geo2D_collected
mv_1733,,Plane Geometry,Applied,Geo2D_collected
mv_1734,,Plane Geometry,Applied,Geo2D_collected
mv_1735,,Plane Geometry,Applied,Geo2D_collected
mv_1736,,Plane Geometry,Applied,Geo2D_collected
mv_1737,,Plane Geometry,Applied,Geo2D_collected
mv_1738,,Plane Geometry,Applied,Geo2D_collected
mv_1739,,Plane Geometry,Applied,Geo2D_collected
mv_1740,,Plane Geometry,Angle,Geo2D_collected
mv_1741,,Plane Geometry,Angle,Geo2D_collected
mv_1742,,Plane Geometry,Angle,Geo2D_collected
mv_1743,,Plane Geometry,Angle,Geo2D_collected
mv_1744,,Plane Geometry,Angle,Geo2D_collected
mv_1745,,Plane Geometry,Applied,Geo2D_collected
mv_1746,,Plane Geometry,Applied,Geo2D_collected
mv_1747,,Plane Geometry,Applied,Geo2D_collected
mv_1748,,Plane Geometry,Applied,Geo2D_collected
mv_1749,,Plane Geometry,Applied,Geo2D_collected
mv_1750,,Plane Geometry,Applied,Geo2D_collected
mv_1751,,Plane Geometry,Applied,Geo2D_collected
mv_1752,,Plane Geometry,Applied,Geo2D_collected
mv_1753,,Plane Geometry,Applied,Geo2D_collected
mv_1754,,Plane Geometry,Applied,Geo2D_collected
mv_1755,,Plane Geometry,Applied,Geo2D_collected
mv_1756,,Plane Geometry,Applied,Geo2D_collected
mv_1757,,Plane Geometry,Applied,Geo2D_collected
mv_1758,,Plane Geometry,Applied,Geo2D_collected
mv_1759,,Plane Geometry,Applied,Geo2D_collected
mv_1760,,Plane Geometry,Applied,Geo2D_collected
mv_1761,,Plane Geometry,Applied,Geo2D_collected
mv_1762,,Plane Geometry,Applied,Geo2D_collected
mv_1763,,Plane Geometry,Applied,Geo2D_collected
mv_1764,,Plane Geometry,Applied,Geo2D_collected
mv_1765,,Plane Geometry,Length,Geo2D_collected
mv_1766,,Plane Geometry,Length,Geo2D_collected
mv_1767,,Plane Geometry,Length,Geo2D_collected
mv_1768,,Plane Geometry,Length,Geo2D_collected
mv_1769,,Plane Geometry,Length,Geo2D_collected
mv_1770,,Plane Geometry,Length,Geo2D_collected
mv_1771,,Plane Geometry,Length,Geo2D_collected
mv_1772,,Plane Geometry,Length,Geo2D_collected
mv_1773,,Plane Geometry,Length,Geo2D_collected
mv_1774,,Plane Geometry,Length,Geo2D_collected
mv_1775,,Plane Geometry,Length,Geo2D_collected
mv_1776,,Plane Geometry,Length,Geo2D_collected
mv_1777,,Plane Geometry,Length,Geo2D_collected
mv_1778,,Plane Geometry,Length,Geo2D_collected
mv_1779,,Plane Geometry,Length,Geo2D_collected
mv_1780,,Plane Geometry,Angle,Geo2D_collected
mv_1781,,Plane Geometry,Angle,Geo2D_collected
mv_1782,,Plane Geometry,Angle,Geo2D_collected
mv_1783,,Plane Geometry,Angle,Geo2D_collected
mv_1784,,Plane Geometry,Angle,Geo2D_collected
mv_1785,,Plane Geometry,Length,Geo2D_collected
mv_1786,,Plane Geometry,Length,Geo2D_collected
mv_1787,,Plane Geometry,Length,Geo2D_collected
mv_1788,,Plane Geometry,Length,Geo2D_collected
mv_1789,,Plane Geometry,Length,Geo2D_collected
mv_1790,,Plane Geometry,Length,Geo2D_collected
mv_1791,,Plane Geometry,Length,Geo2D_collected
mv_1792,,Plane Geometry,Length,Geo2D_collected
mv_1793,,Plane Geometry,Length,Geo2D_collected
mv_1794,,Plane Geometry,Length,Geo2D_collected
mv_1795,,Plane Geometry,Length,Geo2D_collected
mv_1796,,Plane Geometry,Length,Geo2D_collected
mv_1797,,Plane Geometry,Length,Geo2D_collected
mv_1798,,Plane Geometry,Length,Geo2D_collected
mv_1799,,Plane Geometry,Length,Geo2D_collected
mv_1800,,Plane Geometry,Applied,Geo2D_collected
mv_1801,,Plane Geometry,Applied,Geo2D_collected
mv_1802,,Plane Geometry,Applied,Geo2D_collected
mv_1803,,Plane Geometry,Applied,Geo2D_collected
mv_1804,,Plane Geometry,Applied,Geo2D_collected
mv_1805,,Plane Geometry,Applied,Geo2D_collected
mv_1806,,Plane Geometry,Applied,Geo2D_collected
mv_1807,,Plane Geometry,Applied,Geo2D_collected
mv_1808,,Plane Geometry,Applied,Geo2D_collected
mv_1809,,Plane Geometry,Applied,Geo2D_collected
mv_1810,,Plane Geometry,Applied,Geo2D_collected
mv_1811,,Plane Geometry,Applied,Geo2D_collected
mv_1812,,Plane Geometry,Applied,Geo2D_collected
mv_1813,,Plane Geometry,Applied,Geo2D_collected
mv_1814,,Plane Geometry,Applied,Geo2D_collected
mv_1815,,Plane Geometry,Applied,Geo2D_collected
mv_1816,,Plane Geometry,Applied,Geo2D_collected
mv_1817,,Plane Geometry,Applied,Geo2D_collected
mv_1818,,Plane Geometry,Applied,Geo2D_collected
mv_1819,,Plane Geometry,Applied,Geo2D_collected
mv_1820,,Plane Geometry,Angle,Geo2D_collected
mv_1821,,Plane Geometry,Angle,Geo2D_collected
mv_1822,,Plane Geometry,Angle,Geo2D_collected
mv_1823,,Plane Geometry,Angle,Geo2D_collected
mv_1824,,Plane Geometry,Angle,Geo2D_collected
mv_1825,,Plane Geometry,Applied,Geo2D_collected
mv_1826,,Plane Geometry,Applied,Geo2D_collected
mv_1827,,Plane Geometry,Applied,Geo2D_collected
mv_1828,,Plane Geometry,Applied,Geo2D_collected
mv_1829,,Plane Geometry,Applied,Geo2D_collected
mv_1830,,Plane Geometry,Applied,Geo2D_collected
mv_1831,,Plane Geometry,Applied,Geo2D_collected
mv_1832,,Plane Geometry,Applied,Geo2D_collected
mv_1833,,Plane Geometry,Applied,Geo2D_collected
mv_1834,,Plane Geometry,Applied,Geo2D_collected
mv_1835,,Plane Geometry,Applied,Geo2D_collected
mv_1836,,Plane Geometry,Applied,Geo2D_collected
mv_1837,,Plane Geometry,Applied,Geo2D_collected
mv_1838,,Plane Geometry,Applied,Geo2D_collected
mv_1839,,Plane Geometry,Applied,Geo2D_collected
mv_1840,,Plane Geometry,Length,Geo2D_collected
mv_1841,,Plane Geometry,Length,Geo2D_collected
mv_1842,,Plane Geometry,Length,Geo2D_collected
mv_1843,,Plane Geometry,Length,Geo2D_collected
mv_1844,,Plane Geometry,Length,Geo2D_collected
mv_1845,,Plane Geometry,Angle,Geo2D_collected
mv_1846,,Plane Geometry,Angle,Geo2D_collected
mv_1847,,Plane Geometry,Angle,Geo2D_collected
mv_1848,,Plane Geometry,Angle,Geo2D_collected
mv_1849,,Plane Geometry,Angle,Geo2D_collected
mv_1850,,Plane Geometry,Length,Geo2D_collected
mv_1851,,Plane Geometry,Length,Geo2D_collected
mv_1852,,Plane Geometry,Length,Geo2D_collected
mv_1853,,Plane Geometry,Length,Geo2D_collected
mv_1854,,Plane Geometry,Length,Geo2D_collected
mv_1855,,Plane Geometry,Angle,Geo2D_collected
mv_1856,,Plane Geometry,Angle,Geo2D_collected
mv_1857,,Plane Geometry,Angle,Geo2D_collected
mv_1858,,Plane Geometry,Angle,Geo2D_collected
mv_1859,,Plane Geometry,Angle,Geo2D_collected
mv_1860,,Plane Geometry,Length,Geo2D_collected
mv_1861,,Plane Geometry,Length,Geo2D_collected
mv_1862,,Plane Geometry,Length,Geo2D_collected
mv_1863,,Plane Geometry,Length,Geo2D_collected
mv_1864,,Plane Geometry,Length,Geo2D_collected
mv_1865,,Plane Geometry,Length,Geo2D_collected
mv_1866,,Plane Geometry,Length,Geo2D_collected
mv_1867,,Plane Geometry,Length,Geo2D_collected
mv_1868,,Plane Geometry,Length,Geo2D_collected
mv_1869,,Plane Geometry,Length,Geo2D_collected
mv_1870,,Plane Geometry,Length,Geo2D_collected
mv_1871,,Plane Geometry,Length,Geo2D_collected
mv_1872,,Plane Geometry,Length,Geo2D_collected
mv_1873,,Plane Geometry,Length,Geo2D_collected
mv_1874,,Plane Geometry,Length,Geo2D_collected
mv_1875,,Plane Geometry,Length,Geo2D_collected
mv_1876,,Plane Geometry,Length,Geo2D_collected
mv_1877,,Plane Geometry,Length,Geo2D_collected
mv_1878,,Plane Geometry,Length,Geo2D_collected
mv_1879,,Plane Geometry,Length,Geo2D_collected
mv_1880,,Plane Geometry,Length,Geo2D_collected
mv_1881,,Plane Geometry,Length,Geo2D_collected
mv_1882,,Plane Geometry,Length,Geo2D_collected
mv_1883,,Plane Geometry,Length,Geo2D_collected
mv_1884,,Plane Geometry,Length,Geo2D_collected
mv_1885,,Plane Geometry,Length,Geo2D_collected
mv_1886,,Plane Geometry,Length,Geo2D_collected
mv_1887,,Plane Geometry,Length,Geo2D_collected
mv_1888,,Plane Geometry,Length,Geo2D_collected
mv_1889,,Plane Geometry,Length,Geo2D_collected
mv_1890,,Plane Geometry,Length,Geo2D_collected
mv_1891,,Plane Geometry,Length,Geo2D_collected
mv_1892,,Plane Geometry,Length,Geo2D_collected
mv_1893,,Plane Geometry,Length,Geo2D_collected
mv_1894,,Plane Geometry,Length,Geo2D_collected
mv_1895,,Plane Geometry,Length,Geo2D_collected
mv_1896,,Plane Geometry,Length,Geo2D_collected
mv_1897,,Plane Geometry,Length,Geo2D_collected
mv_1898,,Plane Geometry,Length,Geo2D_collected
mv_1899,,Plane Geometry,Length,Geo2D_collected
mv_1900,,Plane Geometry,Length,Geo2D_collected
mv_1901,,Plane Geometry,Length,Geo2D_collected
mv_1902,,Plane Geometry,Length,Geo2D_collected
mv_1903,,Plane Geometry,Length,Geo2D_collected
mv_1904,,Plane Geometry,Length,Geo2D_collected
mv_1905,,Plane Geometry,Angle,Geo2D_collected
mv_1906,,Plane Geometry,Angle,Geo2D_collected
mv_1907,,Plane Geometry,Angle,Geo2D_collected
mv_1908,,Plane Geometry,Angle,Geo2D_collected
mv_1909,,Plane Geometry,Angle,Geo2D_collected
mv_1910,,Plane Geometry,Length,Geo2D_collected
mv_1911,,Plane Geometry,Length,Geo2D_collected
mv_1912,,Plane Geometry,Length,Geo2D_collected
mv_1913,,Plane Geometry,Length,Geo2D_collected
mv_1914,,Plane Geometry,Length,Geo2D_collected
mv_1915,,Plane Geometry,Length,Geo2D_collected
mv_1916,,Plane Geometry,Length,Geo2D_collected
mv_1917,,Plane Geometry,Length,Geo2D_collected
mv_1918,,Plane Geometry,Length,Geo2D_collected
mv_1919,,Plane Geometry,Length,Geo2D_collected
mv_1920,,Plane Geometry,Length,Geo2D_collected
mv_1921,,Plane Geometry,Length,Geo2D_collected
mv_1922,,Plane Geometry,Length,Geo2D_collected
mv_1923,,Plane Geometry,Length,Geo2D_collected
mv_1924,,Plane Geometry,Length,Geo2D_collected
mv_1925,,Plane Geometry,Length,Geo2D_collected
mv_1926,,Plane Geometry,Length,Geo2D_collected
mv_1927,,Plane Geometry,Length,Geo2D_collected
mv_1928,,Plane Geometry,Length,Geo2D_collected
mv_1929,,Plane Geometry,Length,Geo2D_collected
mv_1930,,Plane Geometry,Length,Geo2D_collected
mv_1931,,Plane Geometry,Length,Geo2D_collected
mv_1932,,Plane Geometry,Length,Geo2D_collected
mv_1933,,Plane Geometry,Length,Geo2D_collected
mv_1934,,Plane Geometry,Length,Geo2D_collected
mv_1935,,Plane Geometry,Length,Geo2D_collected
mv_1936,,Plane Geometry,Length,Geo2D_collected
mv_1937,,Plane Geometry,Length,Geo2D_collected
mv_1938,,Plane Geometry,Length,Geo2D_collected
mv_1939,,Plane Geometry,Length,Geo2D_collected
mv_1940,,Plane Geometry,Length,Geo2D_collected
mv_1941,,Plane Geometry,Length,Geo2D_collected
mv_1942,,Plane Geometry,Length,Geo2D_collected
mv_1943,,Plane Geometry,Length,Geo2D_collected
mv_1944,,Plane Geometry,Length,Geo2D_collected
mv_1945,,Plane Geometry,Length,Geo2D_collected
mv_1946,,Plane Geometry,Length,Geo2D_collected
mv_1947,,Plane Geometry,Length,Geo2D_collected
mv_1948,,Plane Geometry,Length,Geo2D_collected
mv_1949,,Plane Geometry,Length,Geo2D_collected
mv_1950,,Plane Geometry,Length,Geo2D_collected
mv_1951,,Plane Geometry,Length,Geo2D_collected
mv_1952,,Plane Geometry,Length,Geo2D_collected
mv_1953,,Plane Geometry,Length,Geo2D_collected
mv_1954,,Plane Geometry,Length,Geo2D_collected
mv_1955,,Plane Geometry,Length,Geo2D_collected
mv_1956,,Plane Geometry,Length,Geo2D_collected
mv_1957,,Plane Geometry,Length,Geo2D_collected
mv_1958,,Plane Geometry,Length,Geo2D_collected
mv_1959,,Plane Geometry,Length,Geo2D_collected
mv_1960,,Plane Geometry,Length,Geo2D_collected
mv_1961,,Plane Geometry,Length,Geo2D_collected
mv_1962,,Plane Geometry,Length,Geo2D_collected
mv_1963,,Plane Geometry,Length,Geo2D_collected
mv_1964,,Plane Geometry,Length,Geo2D_collected
mv_1965,,Plane Geometry,Area,Geo2D_collected
mv_1966,,Plane Geometry,Area,Geo2D_collected
mv_1967,,Plane Geometry,Area,Geo2D_collected
mv_1968,,Plane Geometry,Area,Geo2D_collected
mv_1969,,Plane Geometry,Area,Geo2D_collected
mv_1970,,Plane Geometry,Area,Geo2D_collected
mv_1971,,Plane Geometry,Area,Geo2D_collected
mv_1972,,Plane Geometry,Area,Geo2D_collected
mv_1973,,Plane Geometry,Area,Geo2D_collected
mv_1974,,Plane Geometry,Area,Geo2D_collected
mv_1975,,Plane Geometry,Area,Geo2D_collected
mv_1976,,Plane Geometry,Area,Geo2D_collected
mv_1977,,Plane Geometry,Area,Geo2D_collected
mv_1978,,Plane Geometry,Area,Geo2D_collected
mv_1979,,Plane Geometry,Area,Geo2D_collected
mv_1980,,Plane Geometry,Area,Geo2D_collected
mv_1981,,Plane Geometry,Area,Geo2D_collected
mv_1982,,Plane Geometry,Area,Geo2D_collected
mv_1983,,Plane Geometry,Area,Geo2D_collected
mv_1984,,Plane Geometry,Area,Geo2D_collected
mv_1985,,Plane Geometry,Area,Geo2D_collected
mv_1986,,Plane Geometry,Area,Geo2D_collected
mv_1987,,Plane Geometry,Area,Geo2D_collected
mv_1988,,Plane Geometry,Area,Geo2D_collected
mv_1989,,Plane Geometry,Area,Geo2D_collected
mv_1990,,Plane Geometry,Area,Geo2D_collected
mv_1991,,Plane Geometry,Area,Geo2D_collected
mv_1992,,Plane Geometry,Area,Geo2D_collected
mv_1993,,Plane Geometry,Area,Geo2D_collected
mv_1994,,Plane Geometry,Area,Geo2D_collected
mv_1995,,Plane Geometry,Area,Geo2D_collected
mv_1996,,Plane Geometry,Area,Geo2D_collected
mv_1997,,Plane Geometry,Area,Geo2D_collected
mv_1998,,Plane Geometry,Area,Geo2D_collected
mv_1999,,Plane Geometry,Area,Geo2D_collected
mv_2000,,Plane Geometry,Area,Geo2D_collected
mv_2001,,Plane Geometry,Area,Geo2D_collected
mv_2002,,Plane Geometry,Area,Geo2D_collected
mv_2003,,Plane Geometry,Area,Geo2D_collected
mv_2004,,Plane Geometry,Area,Geo2D_collected
mv_2005,,Plane Geometry,Area,Geo2D_collected
mv_2006,,Plane Geometry,Area,Geo2D_collected
mv_2007,,Plane Geometry,Area,Geo2D_collected
mv_2008,,Plane Geometry,Area,Geo2D_collected
mv_2009,,Plane Geometry,Area,Geo2D_collected
mv_2010,,Plane Geometry,Area,Geo2D_collected
mv_2011,,Plane Geometry,Area,Geo2D_collected
mv_2012,,Plane Geometry,Area,Geo2D_collected
mv_2013,,Plane Geometry,Area,Geo2D_collected
mv_2014,,Plane Geometry,Area,Geo2D_collected
mv_2015,,Plane Geometry,Area,Geo2D_collected
mv_2016,,Plane Geometry,Area,Geo2D_collected
mv_2017,,Plane Geometry,Area,Geo2D_collected
mv_2018,,Plane Geometry,Area,Geo2D_collected
mv_2019,,Plane Geometry,Area,Geo2D_collected
mv_2020,,Plane Geometry,Area,Geo2D_collected
mv_2021,,Plane Geometry,Area,Geo2D_collected
mv_2022,,Plane Geometry,Area,Geo2D_collected
mv_2023,,Plane Geometry,Area,Geo2D_collected
mv_2024,,Plane Geometry,Area,Geo2D_collected
mv_2025,,Plane Geometry,Area,Geo2D_collected
mv_2026,,Plane Geometry,Area,Geo2D_collected
mv_2027,,Plane Geometry,Area,Geo2D_collected
mv_2028,,Plane Geometry,Area,Geo2D_collected
mv_2029,,Plane Geometry,Area,Geo2D_collected
mv_2030,,Plane Geometry,Length,Geo2D_collected
mv_2031,,Plane Geometry,Length,Geo2D_collected
mv_2032,,Plane Geometry,Length,Geo2D_collected
mv_2033,,Plane Geometry,Length,Geo2D_collected
mv_2034,,Plane Geometry,Length,Geo2D_collected
mv_2035,,Plane Geometry,Length,Geo2D_collected
mv_2036,,Plane Geometry,Length,Geo2D_collected
mv_2037,,Plane Geometry,Length,Geo2D_collected
mv_2038,,Plane Geometry,Length,Geo2D_collected
mv_2039,,Plane Geometry,Length,Geo2D_collected
mv_2040,,Plane Geometry,Length,Geo2D_collected
mv_2041,,Plane Geometry,Length,Geo2D_collected
mv_2042,,Plane Geometry,Length,Geo2D_collected
mv_2043,,Plane Geometry,Length,Geo2D_collected
mv_2044,,Plane Geometry,Length,Geo2D_collected
mv_2045,,Plane Geometry,Length,Geo2D_collected
mv_2046,,Plane Geometry,Length,Geo2D_collected
mv_2047,,Plane Geometry,Length,Geo2D_collected
mv_2048,,Plane Geometry,Length,Geo2D_collected
mv_2049,,Plane Geometry,Length,Geo2D_collected
mv_2050,,Plane Geometry,Length,Geo2D_collected
mv_2051,,Plane Geometry,Length,Geo2D_collected
mv_2052,,Plane Geometry,Length,Geo2D_collected
mv_2053,,Plane Geometry,Length,Geo2D_collected
mv_2054,,Plane Geometry,Length,Geo2D_collected
mv_2055,,Plane Geometry,Applied,Geo2D_collected
mv_2056,,Plane Geometry,Applied,Geo2D_collected
mv_2057,,Plane Geometry,Applied,Geo2D_collected
mv_2058,,Plane Geometry,Applied,Geo2D_collected
mv_2059,,Plane Geometry,Applied,Geo2D_collected
mv_2060,,Plane Geometry,Length,Geo2D_collected
mv_2061,,Plane Geometry,Length,Geo2D_collected
mv_2062,,Plane Geometry,Length,Geo2D_collected
mv_2063,,Plane Geometry,Length,Geo2D_collected
mv_2064,,Plane Geometry,Length,Geo2D_collected
mv_2065,,Plane Geometry,Area,Geo2D_collected
mv_2066,,Plane Geometry,Area,Geo2D_collected
mv_2067,,Plane Geometry,Area,Geo2D_collected
mv_2068,,Plane Geometry,Area,Geo2D_collected
mv_2069,,Plane Geometry,Area,Geo2D_collected
mv_2070,,Plane Geometry,Area,Geo2D_collected
mv_2071,,Plane Geometry,Area,Geo2D_collected
mv_2072,,Plane Geometry,Area,Geo2D_collected
mv_2073,,Plane Geometry,Area,Geo2D_collected
mv_2074,,Plane Geometry,Area,Geo2D_collected
mv_2075,,Plane Geometry,Area,Geo2D_collected
mv_2076,,Plane Geometry,Area,Geo2D_collected
mv_2077,,Plane Geometry,Area,Geo2D_collected
mv_2078,,Plane Geometry,Area,Geo2D_collected
mv_2079,,Plane Geometry,Area,Geo2D_collected
mv_2080,,Plane Geometry,Length,Geo2D_collected
mv_2081,,Plane Geometry,Length,Geo2D_collected
mv_2082,,Plane Geometry,Length,Geo2D_collected
mv_2083,,Plane Geometry,Length,Geo2D_collected
mv_2084,,Plane Geometry,Length,Geo2D_collected
mv_2085,,Plane Geometry,Length,Geo2D_collected
mv_2086,,Plane Geometry,Length,Geo2D_collected
mv_2087,,Plane Geometry,Length,Geo2D_collected
mv_2088,,Plane Geometry,Length,Geo2D_collected
mv_2089,,Plane Geometry,Length,Geo2D_collected
mv_2090,,Plane Geometry,Length,Geo2D_collected
mv_2091,,Plane Geometry,Length,Geo2D_collected
mv_2092,,Plane Geometry,Length,Geo2D_collected
mv_2093,,Plane Geometry,Length,Geo2D_collected
mv_2094,,Plane Geometry,Length,Geo2D_collected
mv_2095,,Plane Geometry,Length,Geo2D_collected
mv_2096,,Plane Geometry,Length,Geo2D_collected
mv_2097,,Plane Geometry,Length,Geo2D_collected
mv_2098,,Plane Geometry,Length,Geo2D_collected
mv_2099,,Plane Geometry,Length,Geo2D_collected
mv_2100,,Plane Geometry,Area,Geo2D_collected
mv_2101,,Plane Geometry,Area,Geo2D_collected
mv_2102,,Plane Geometry,Area,Geo2D_collected
mv_2103,,Plane Geometry,Area,Geo2D_collected
mv_2104,,Plane Geometry,Area,Geo2D_collected
mv_2105,,Plane Geometry,Area,Geo2D_collected
mv_2106,,Plane Geometry,Area,Geo2D_collected
mv_2107,,Plane Geometry,Area,Geo2D_collected
mv_2108,,Plane Geometry,Area,Geo2D_collected
mv_2109,,Plane Geometry,Area,Geo2D_collected
mv_2110,,Plane Geometry,Applied,Geo2D_collected
mv_2111,,Plane Geometry,Applied,Geo2D_collected
mv_2112,,Plane Geometry,Applied,Geo2D_collected
mv_2113,,Plane Geometry,Applied,Geo2D_collected
mv_2114,,Plane Geometry,Applied,Geo2D_collected
mv_2115,,Plane Geometry,Area,Geo2D_collected
mv_2116,,Plane Geometry,Area,Geo2D_collected
mv_2117,,Plane Geometry,Area,Geo2D_collected
mv_2118,,Plane Geometry,Area,Geo2D_collected
mv_2119,,Plane Geometry,Area,Geo2D_collected
mv_2120,,Plane Geometry,Applied,Geo2D_collected
mv_2121,,Plane Geometry,Applied,Geo2D_collected
mv_2122,,Plane Geometry,Applied,Geo2D_collected
mv_2123,,Plane Geometry,Applied,Geo2D_collected
mv_2124,,Plane Geometry,Applied,Geo2D_collected
mv_2125,,Plane Geometry,Applied,Geo2D_collected
mv_2126,,Plane Geometry,Applied,Geo2D_collected
mv_2127,,Plane Geometry,Applied,Geo2D_collected
mv_2128,,Plane Geometry,Applied,Geo2D_collected
mv_2129,,Plane Geometry,Applied,Geo2D_collected
mv_2130,,Plane Geometry,Applied,Geo2D_collected
mv_2131,,Plane Geometry,Applied,Geo2D_collected
mv_2132,,Plane Geometry,Applied,Geo2D_collected
mv_2133,,Plane Geometry,Applied,Geo2D_collected
mv_2134,,Plane Geometry,Applied,Geo2D_collected
mv_2135,,Plane Geometry,Applied,Geo2D_collected
mv_2136,,Plane Geometry,Applied,Geo2D_collected
mv_2137,,Plane Geometry,Applied,Geo2D_collected
mv_2138,,Plane Geometry,Applied,Geo2D_collected
mv_2139,,Plane Geometry,Applied,Geo2D_collected
mv_2140,,Plane Geometry,Applied,Geo2D_collected
mv_2141,,Plane Geometry,Applied,Geo2D_collected
mv_2142,,Plane Geometry,Applied,Geo2D_collected
mv_2143,,Plane Geometry,Applied,Geo2D_collected
mv_2144,,Plane Geometry,Applied,Geo2D_collected
mv_2145,,Plane Geometry,Applied,Geo2D_collected
mv_2146,,Plane Geometry,Applied,Geo2D_collected
mv_2147,,Plane Geometry,Applied,Geo2D_collected
mv_2148,,Plane Geometry,Applied,Geo2D_collected
mv_2149,,Plane Geometry,Applied,Geo2D_collected
mv_2150,,Plane Geometry,Applied,Geo2D_collected
mv_2151,,Plane Geometry,Applied,Geo2D_collected
mv_2152,,Plane Geometry,Applied,Geo2D_collected
mv_2153,,Plane Geometry,Applied,Geo2D_collected
mv_2154,,Plane Geometry,Applied,Geo2D_collected
mv_2155,,Plane Geometry,Analytic,Geo2D_collected
mv_2156,,Plane Geometry,Analytic,Geo2D_collected
mv_2157,,Plane Geometry,Analytic,Geo2D_collected
mv_2158,,Plane Geometry,Analytic,Geo2D_collected
mv_2159,,Plane Geometry,Analytic,Geo2D_collected
mv_2160,,Plane Geometry,Analytic,Geo2D_collected
mv_2161,,Plane Geometry,Analytic,Geo2D_collected
mv_2162,,Plane Geometry,Analytic,Geo2D_collected
mv_2163,,Plane Geometry,Analytic,Geo2D_collected
mv_2164,,Plane Geometry,Analytic,Geo2D_collected
mv_2165,,Plane Geometry,Analytic,Geo2D_collected
mv_2166,,Plane Geometry,Analytic,Geo2D_collected
mv_2167,,Plane Geometry,Analytic,Geo2D_collected
mv_2168,,Plane Geometry,Analytic,Geo2D_collected
mv_2169,,Plane Geometry,Analytic,Geo2D_collected
mv_2170,,Plane Geometry,Analytic,Geo2D_collected
mv_2171,,Plane Geometry,Analytic,Geo2D_collected
mv_2172,,Plane Geometry,Analytic,Geo2D_collected
mv_2173,,Plane Geometry,Analytic,Geo2D_collected
mv_2174,,Plane Geometry,Analytic,Geo2D_collected
mv_2175,,Plane Geometry,Analytic,Geo2D_collected
mv_2176,,Plane Geometry,Analytic,Geo2D_collected
mv_2177,,Plane Geometry,Analytic,Geo2D_collected
mv_2178,,Plane Geometry,Analytic,Geo2D_collected
mv_2179,,Plane Geometry,Analytic,Geo2D_collected
mv_2180,,Plane Geometry,Analytic,Geo2D_collected
mv_2181,,Plane Geometry,Analytic,Geo2D_collected
mv_2182,,Plane Geometry,Analytic,Geo2D_collected
mv_2183,,Plane Geometry,Analytic,Geo2D_collected
mv_2184,,Plane Geometry,Analytic,Geo2D_collected
mv_2185,,Plane Geometry,Analytic,Geo2D_collected
mv_2186,,Plane Geometry,Analytic,Geo2D_collected
mv_2187,,Plane Geometry,Analytic,Geo2D_collected
mv_2188,,Plane Geometry,Analytic,Geo2D_collected
mv_2189,,Plane Geometry,Analytic,Geo2D_collected
mv_2190,,Plane Geometry,Analytic,Geo2D_collected
mv_2191,,Plane Geometry,Analytic,Geo2D_collected
mv_2192,,Plane Geometry,Analytic,Geo2D_collected
mv_2193,,Plane Geometry,Analytic,Geo2D_collected
mv_2194,,Plane Geometry,Analytic,Geo2D_collected
mv_2195,,Plane Geometry,Analytic,Geo2D_collected
mv_2196,,Plane Geometry,Analytic,Geo2D_collected
mv_2197,,Plane Geometry,Analytic,Geo2D_collected
mv_2198,,Plane Geometry,Analytic,Geo2D_collected
mv_2199,,Plane Geometry,Analytic,Geo2D_collected
mv_2200,,Plane Geometry,Analytic,Geo2D_collected
mv_2201,,Plane Geometry,Analytic,Geo2D_collected
mv_2202,,Plane Geometry,Analytic,Geo2D_collected
mv_2203,,Plane Geometry,Analytic,Geo2D_collected
mv_2204,,Plane Geometry,Analytic,Geo2D_collected
mv_2205,,Plane Geometry,Analytic,Geo2D_collected
mv_2206,,Plane Geometry,Analytic,Geo2D_collected
mv_2207,,Plane Geometry,Analytic,Geo2D_collected
mv_2208,,Plane Geometry,Analytic,Geo2D_collected
mv_2209,,Plane Geometry,Analytic,Geo2D_collected
mv_2210,,Plane Geometry,Analytic,Geo2D_collected
mv_2211,,Plane Geometry,Analytic,Geo2D_collected
mv_2212,,Plane Geometry,Analytic,Geo2D_collected
