item_id,model_raw,model_norm,answer_gold_diagram,answer_gold_text_misleading,condition
mv_2236,0.59,0.59,$-\frac{21}{20}$,nan,I+T
mv_2237,0.59,0.59,$-\frac{21}{20}$,nan,I+T
mv_2238,22/39,22,$-\frac{21}{20}$,nan,I+T
mv_2240,A,A,A,nan,I+T
mv_2241,B,B,A,nan,I+T
mv_2242,B,B,A,nan,I+T
mv_2243,B,B,A,nan,I+T
mv_2245,y = 2.5 x + 0.5,2.5,y=-2 x+5,nan,I+T
mv_2246,y = 0.5 x + 0.5,0.5,y=-2 x+5,nan,I+T
mv_2247,y = 0.5 x + 0.5,0.5,y=-2 x+5,nan,I+T
mv_2248,y = 0.5 x + 0.5,0.5,y=-2 x+5,nan,I+T
mv_2250,y = -x + 3,3,$y+3=\frac{3}{4}(x-2)$,nan,I+T
mv_2251,y = 6 - 2x,6,$y+3=\frac{3}{4}(x-2)$,nan,I+T
mv_2252,y = 6 - 2x,6,$y+3=\frac{3}{4}(x-2)$,nan,I+T
mv_2253,y = 6 - 2x,6,$y+3=\frac{3}{4}(x-2)$,nan,I+T
mv_2255,y = 3x + 1,3,$y-3=\frac{2}{3}(x-8)$,nan,I+T
mv_2256,y = 6x,6,$y-3=\frac{2}{3}(x-8)$,nan,I+T
mv_2257,y = 6x,6,$y-3=\frac{2}{3}(x-8)$,nan,I+T
mv_2258,y = 6x,6,$y-3=\frac{2}{3}(x-8)$,nan,I+T
mv_2260,"$(0, 0)$",0,"(0,0)",nan,I+T
mv_2261,"$(0.4, 0.41)$",0.4,"(0,0)",nan,I+T
mv_2262,"$(0.4, 0.41)$",0.4,"(0,0)",nan,I+T
mv_2263,"$(0.4, 0.41)$",0.4,"(0,0)",nan,I+T
mv_2265,1,1,2,4.0,I+T
mv_2266,1,1,2,4.0,I+T
mv_2267,1,1,2,4.0,I+T
mv_2268,1,1,2,4.0,I+T
mv_2270,10,10,8,10.0,I+T
mv_2271,10,10,8,10.0,I+T
mv_2272,10,10,8,10.0,I+T
mv_2273,10,10,8,10.0,I+T
mv_2275,x^2 + y^2 = 7,2,$x^{2}+y^{2}=49$,nan,I+T
mv_2276,x^2 + y^2 = 10,2,$x^{2}+y^{2}=49$,nan,I+T
mv_2277,x^2 + y^2 = 10,2,$x^{2}+y^{2}=49$,nan,I+T
mv_2278,x^2 + y^2 = 10,2,$x^{2}+y^{2}=49$,nan,I+T
mv_2280,(x-1)^2 + (y-3)^2 = 36,-1,$(x-1)^{2}+(y-3)^{2}=36$,nan,I+T
mv_2281,x^2 + y^2 = 10,2,$(x-1)^{2}+(y-3)^{2}=36$,nan,I+T
mv_2282,x^2 + y^2 = 10,2,$(x-1)^{2}+(y-3)^{2}=36$,nan,I+T
mv_2283,x^2 + y^2 = 10,2,$(x-1)^{2}+(y-3)^{2}=36$,nan,I+T
mv_2285,0.25,0.25,$\frac{-2 \sqrt{13}}{13}$,nan,I+T
mv_2286,0.5,0.5,$\frac{-2 \sqrt{13}}{13}$,nan,I+T
mv_2287,0.5,0.5,$\frac{-2 \sqrt{13}}{13}$,nan,I+T
mv_2288,0.5,0.5,$\frac{-2 \sqrt{13}}{13}$,nan,I+T
mv_2290,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",nan,I+T
mv_2291,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",nan,I+T
mv_2292,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",nan,I+T
mv_2293,1,1,"Complete the statement.Every point on the circle is exactly 5 units away from the point (0,0).",nan,I+T
mv_2295,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2296,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2297,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2298,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2300,10,10,3,4.0,I+T
mv_2301,10,10,3,4.0,I+T
mv_2302,10,10,3,4.0,I+T
mv_2303,10,10,3,4.0,I+T
mv_2305,10,10,6,7.0,I+T
mv_2306,10,10,6,7.0,I+T
mv_2307,10,10,6,7.0,I+T
mv_2308,10,10,6,7.0,I+T
mv_2310,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2311,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2312,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2313,"(5, 10)",5,"(-3,-3)",nan,I+T
mv_2315,10,10,3,4.0,I+T
mv_2316,10,10,3,4.0,I+T
mv_2317,10,10,3,4.0,I+T
mv_2318,10,10,3,4.0,I+T
mv_2320,(x-h)^2 + (y-k)^2 = r^2,2,(x+3)^2+(y+3)^2=9,nan,I+T
mv_2321,x^2 + y^2 = 10,2,(x+3)^2+(y+3)^2=9,nan,I+T
mv_2322,x^2 + y^2 = 10,2,(x+3)^2+(y+3)^2=9,nan,I+T
mv_2323,x^2 + y^2 = 10,2,(x+3)^2+(y+3)^2=9,nan,I+T
mv_2325,A,A,A,nan,I+T
mv_2326,D,D,A,nan,I+T
mv_2327,D,D,A,nan,I+T
mv_2328,D,D,A,nan,I+T
mv_2330,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,nan,I+T
mv_2331,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,nan,I+T
mv_2332,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,nan,I+T
mv_2333,x^2 + y^2 = 10,2,x^2+(y+4)^2=4^2,nan,I+T
mv_2335,0,0,"(1,3)",nan,I+T
mv_2336,5,5,"(1,3)",nan,I+T
mv_2337,5,5,"(1,3)",nan,I+T
mv_2338,5,5,"(1,3)",nan,I+T
mv_2340,0,0,"(0,0)",nan,I+T
mv_2341,5,5,"(0,0)",nan,I+T
mv_2342,5,5,"(0,0)",nan,I+T
mv_2343,5,5,"(0,0)",nan,I+T
mv_2345,10,10,7,8.0,I+T
mv_2346,10,10,7,8.0,I+T
mv_2347,10,10,7,8.0,I+T
mv_2348,10,10,7,8.0,I+T
mv_2350,y = 5 - 5x,5,y=\sqrt{49-x^2},nan,I+T
mv_2351,y = x,y,y=\sqrt{49-x^2},nan,I+T
mv_2352,y = x,y,y=\sqrt{49-x^2},nan,I+T
mv_2353,y = x,y,y=\sqrt{49-x^2},nan,I+T
mv_2355,0,0,"(0,0)",nan,I+T
mv_2356,5,5,"(0,0)",nan,I+T
mv_2357,5,5,"(0,0)",nan,I+T
mv_2358,5,5,"(0,0)",nan,I+T
mv_2360,"(20,10)",20,"Center $=(20,10)$",nan,I+T
mv_2361,"$(10, 10)$",10,"Center $=(20,10)$",nan,I+T
mv_2362,"$(10, 10)$",10,"Center $=(20,10)$",nan,I+T
mv_2363,"$(10, 10)$",10,"Center $=(20,10)$",nan,I+T
mv_2365,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",nan,I+T
mv_2366,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",nan,I+T
mv_2367,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",nan,I+T
mv_2368,"[0.0, 0.0, 1.0, 0.99]",0.0,"(-2,1]",nan,I+T
mv_2370,"[0.4, 0.5, 0.99, 0.99]",0.4,"(-\infty, 4]",nan,I+T
mv_2371,"[0.4, 0.3, 0.8, 0.69]",0.4,"(-\infty, 4]",nan,I+T
mv_2372,"[0.4, 0.3, 0.8, 0.69]",0.4,"(-\infty, 4]",nan,I+T
mv_2373,"[0.4, 0.3, 0.8, 0.69]",0.4,"(-\infty, 4]",nan,I+T
mv_2375,A,A,B,nan,I+T
mv_2376,B,B,B,nan,I+T
mv_2377,B,B,B,nan,I+T
mv_2378,B,B,B,nan,I+T
mv_2380,A,A,A,nan,I+T
mv_2381,A,A,A,nan,I+T
mv_2382,A,A,A,nan,I+T
mv_2383,A,A,A,nan,I+T
mv_2385,B,B,B,nan,I+T
mv_2386,B,B,B,nan,I+T
mv_2387,B,B,B,nan,I+T
mv_2388,B,B,B,nan,I+T
mv_2390,B,B,A,nan,I+T
mv_2391,B,B,A,nan,I+T
mv_2392,B,B,A,nan,I+T
mv_2393,B,B,A,nan,I+T
mv_2395,B,B,B,nan,I+T
mv_2396,B,B,B,nan,I+T
mv_2397,B,B,B,nan,I+T
mv_2398,B,B,B,nan,I+T
mv_2400,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4, 0) and range: (-3, 1]",nan,I+T
mv_2401,"[0.0, 0.5, 1.0, 5.5]",0.0,"domain: [-4, 0) and range: (-3, 1]",nan,I+T
mv_2402,"[0.0, 0.5, 1.0, 5.5]",0.0,"domain: [-4, 0) and range: (-3, 1]",nan,I+T
mv_2403,"[0.0, 0.5, 1.0, 5.5]",0.0,"domain: [-4, 0) and range: (-3, 1]",nan,I+T
mv_2405,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",nan,I+T
mv_2406,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",nan,I+T
mv_2407,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",nan,I+T
mv_2408,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (2,8] and range: [6,8)",nan,I+T
mv_2410,"[0.0, -4, 4, 0]",0.0,"domain: [-4,4] and range: [0,2]",nan,I+T
mv_2411,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4,4] and range: [0,2]",nan,I+T
mv_2412,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4,4] and range: [0,2]",nan,I+T
mv_2413,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-4,4] and range: [0,2]",nan,I+T
mv_2415,"[0.0, -5, 1.0, 2]",0.0,"domain: [-5,3) and range: [0,2]",nan,I+T
mv_2416,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-5,3) and range: [0,2]",nan,I+T
mv_2417,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-5,3) and range: [0,2]",nan,I+T
mv_2418,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-5,3) and range: [0,2]",nan,I+T
mv_2420,"[0.0, -4, 4, 1]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",nan,I+T
mv_2421,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",nan,I+T
mv_2422,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",nan,I+T
mv_2423,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: (-\infty, 1] and range: [0, \infty)",nan,I+T
mv_2425,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",nan,I+T
mv_2426,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",nan,I+T
mv_2427,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",nan,I+T
mv_2428,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-6,-\frac{1}{6}] \cup[\frac{1}{6}, 6] and range: [-6,-\frac{1}{6}\right] \cup[\frac{1}{6}, 6]",nan,I+T
mv_2430,"[0.0, -3, 3, 5]",0.0,"domain: [-3, \infty) and range: [0, \infty)",nan,I+T
mv_2431,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",nan,I+T
mv_2432,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",nan,I+T
mv_2433,"[0.0, 0.0, 1.0, 0.99]",0.0,"domain: [-3, \infty) and range: [0, \infty)",nan,I+T
mv_2435,1,1,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",nan,I+T
mv_2436,1,1,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",nan,I+T
mv_2437,1,1,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",nan,I+T
mv_2438,1,1,"The function is increasing on (-\infty,-2.5) \cup(1, \infty), and decreasing on (-2.5,1)",nan,I+T
mv_2440,"[0.0, 0.0, 1.0, 0.99]",0.0,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",nan,I+T
mv_2441,1,1,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",nan,I+T
mv_2442,1,1,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",nan,I+T
mv_2443,1,1,"\text { increasing on }(-\infty, 1) \cup(3,4) \text {, decreasing on }(1,3) \cup(4, \infty)",nan,I+T
mv_2445,0,0,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",nan,I+T
mv_2446,0,0,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",nan,I+T
mv_2447,0,0,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",nan,I+T
mv_2448,0,0,"\text { local maximum: }(-3,60) \text {, local minimum: }(3, -60)",nan,I+T
mv_2450,0,0,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",nan,I+T
mv_2451,10,10,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",nan,I+T
mv_2452,10,10,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",nan,I+T
mv_2453,10,10,"\text { Local minimum at }(-2,-2) \text {, decreasing on }(-3,-2) \text {, increasing on }(-2, \infty)",nan,I+T
mv_2455,B,B,A,nan,I+T
mv_2456,B,B,A,nan,I+T
mv_2457,B,B,A,nan,I+T
mv_2458,B,B,A,nan,I+T
mv_2460,f(x) = 3x - 2,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",nan,I+T
mv_2461,y = -x + 3,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",nan,I+T
mv_2462,y = -x + 3,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",nan,I+T
mv_2463,y = -x + 3,3,"When x<=3 $f(x)=-x+1$, when x>3, $f(x)=x-5$",nan,I+T
mv_2465,y = 0,0,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",nan,I+T
mv_2466,y = -x + 5,5,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",nan,I+T
mv_2467,y = -x + 5,5,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",nan,I+T
mv_2468,y = -x + 5,5,"When x<=-3 $f(x) = -x-5$, when x>3, $f(x)=x+1$",nan,I+T
mv_2470,y = -x^2 + 2x - 1,2,f(x)=-(x+1)^2+2,nan,I+T
mv_2471,y = -x^2 + 3x - 4,2,f(x)=-(x+1)^2+2,nan,I+T
mv_2472,y = -x^2 + 3x - 4,2,f(x)=-(x+1)^2+2,nan,I+T
mv_2473,y = -x^2 + 3x - 4,2,f(x)=-(x+1)^2+2,nan,I+T
mv_2475,B,B,B,nan,I+T
mv_2476,B,B,B,nan,I+T
mv_2477,B,B,B,nan,I+T
mv_2478,B,B,B,nan,I+T
mv_2480,y = 3 - 2x,3,$-\frac{3}{2}x+3$,nan,I+T
mv_2481,5x - 3,5,$-\frac{3}{2}x+3$,nan,I+T
mv_2482,5x - 3,5,$-\frac{3}{2}x+3$,nan,I+T
mv_2483,5x - 3,5,$-\frac{3}{2}x+3$,nan,I+T
mv_2485,B,B,A,nan,I+T
mv_2486,B,B,A,nan,I+T
mv_2487,B,B,A,nan,I+T
mv_2488,B,B,A,nan,I+T
mv_2490,B,B,A,nan,I+T
mv_2491,B,B,A,nan,I+T
mv_2492,B,B,A,nan,I+T
mv_2493,B,B,A,nan,I+T
mv_2495,"[0.0, 0.0, 1.0, 0.99]",0.0,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",nan,I+T
mv_2496,Increasing,Increasing,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",nan,I+T
mv_2497,1,1,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",nan,I+T
mv_2498,Increasing,Increasing,"Increasing at (2, \infty) and decreasing at (-\infty, 2)",nan,I+T
mv_2500,"[0.0, 0.0, 1.0, 0.99]",0.0,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",nan,I+T
mv_2501,5,5,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",nan,I+T
mv_2502,5,5,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",nan,I+T
mv_2503,5,5,"\text { increasing } \quad(-3,1) ; \quad \text { constant }(-\infty,-3) \cup(1, \infty)",nan,I+T
mv_2505,10,10,"(-1.8,10)",nan,I+T
mv_2506,10,10,"(-1.8,10)",nan,I+T
mv_2507,10,10,"(-1.8,10)",nan,I+T
mv_2508,10,10,"(-1.8,10)",nan,I+T
mv_2510,y = 3 - x,3,f(x)=|x-3|,nan,I+T
mv_2511,y = 2x + 3,2,f(x)=|x-3|,nan,I+T
mv_2512,y = 2x + 3,2,f(x)=|x-3|,nan,I+T
mv_2513,y = 2x + 3,2,f(x)=|x-3|,nan,I+T
mv_2515,Odd,Odd,even,nan,I+T
mv_2516,Odd,Odd,even,nan,I+T
mv_2517,Odd,Odd,even,nan,I+T
mv_2518,Odd,Odd,even,nan,I+T
mv_2520,f(x) = |x|,f(x),f(x)=\frac{1}{2}|x+2|+1,nan,I+T
mv_2521,|x|,|x|,f(x)=\frac{1}{2}|x+2|+1,nan,I+T
mv_2522,y = 0.5x - 1.5,0.5,f(x)=\frac{1}{2}|x+2|+1,nan,I+T
mv_2523,|x|,|x|,f(x)=\frac{1}{2}|x+2|+1,nan,I+T
mv_2525,f(x) = |x|,f(x),f(x)=-3|x-3|+3,nan,I+T
mv_2526,|x|,|x|,f(x)=-3|x-3|+3,nan,I+T
mv_2527,y = x,y,f(x)=-3|x-3|+3,nan,I+T
mv_2528,|x|,|x|,f(x)=-3|x-3|+3,nan,I+T
mv_2530,A.$3 x-8 y=24$,A,B,nan,I+T
mv_2531,A.$3 x-8 y=24$,A,B,nan,I+T
mv_2532,A.$3 x-8 y=24$,A,B,nan,I+T
mv_2533,A.$3 x-8 y=24$,A,B,nan,I+T
mv_2535,0,0,slope =-4,nan,I+T
mv_2536,1,1,slope =-4,nan,I+T
mv_2537,1,1,slope =-4,nan,I+T
mv_2538,1,1,slope =-4,nan,I+T
mv_2540,y < 5,5,$y \leq 5$,nan,I+T
mv_2541,0,0,$y \leq 5$,nan,I+T
mv_2542,0,0,$y \leq 5$,nan,I+T
mv_2543,0,0,$y \leq 5$,nan,I+T
mv_2545,-3 < x < 10,-3,$y \geq-2 x-6$,nan,I+T
mv_2546,10,10,$y \geq-2 x-6$,nan,I+T
mv_2547,10,10,$y \geq-2 x-6$,nan,I+T
mv_2548,10,10,$y \geq-2 x-6$,nan,I+T
mv_2550,-3 < x < 3,-3,$y<2 x+6$,nan,I+T
mv_2551,5,5,$y<2 x+6$,nan,I+T
mv_2552,5,5,$y<2 x+6$,nan,I+T
mv_2553,5,5,$y<2 x+6$,nan,I+T
mv_2555,0,0,$y>-3 x$,nan,I+T
mv_2556,10,10,$y>-3 x$,nan,I+T
mv_2557,10,10,$y>-3 x$,nan,I+T
mv_2558,10,10,$y>-3 x$,nan,I+T
mv_2560,-1.5 < x < 1.5,-1.5,$y \leq 2 x+3$,nan,I+T
mv_2561,10,10,$y \leq 2 x+3$,nan,I+T
mv_2562,10,10,$y \leq 2 x+3$,nan,I+T
mv_2563,10,10,$y \leq 2 x+3$,nan,I+T
mv_2565,0,0,Slope $=\frac{1}{5}$,nan,I+T
mv_2566,1,1,Slope $=\frac{1}{5}$,nan,I+T
mv_2567,1,1,Slope $=\frac{1}{5}$,nan,I+T
mv_2568,1,1,Slope $=\frac{1}{5}$,nan,I+T
mv_2570,0,0,Slope $=-\frac{1}{2}$,nan,I+T
mv_2571,1/2,1,Slope $=-\frac{1}{2}$,nan,I+T
mv_2572,1/2,1,Slope $=-\frac{1}{2}$,nan,I+T
mv_2573,1/2,1,Slope $=-\frac{1}{2}$,nan,I+T
mv_2575,D,D,B,nan,I+T
mv_2576,D,D,B,nan,I+T
mv_2577,D,D,B,nan,I+T
mv_2578,D,D,B,nan,I+T
mv_2580,C,C,(C),nan,I+T
mv_2581,C,C,(C),nan,I+T
mv_2582,C,C,(C),nan,I+T
mv_2583,C,C,(C),nan,I+T
mv_2585,A.$x \geq 0$,A,(C),nan,I+T
mv_2586,A.$x \geq 0$,A,(C),nan,I+T
mv_2587,A.$x \geq 0$,A,(C),nan,I+T
mv_2588,A.$x \geq 0$,A,(C),nan,I+T
mv_2590,0.5,0.5,4,5.0,I+T
mv_2591,1.5,1.5,4,5.0,I+T
mv_2592,1.5,1.5,4,5.0,I+T
mv_2593,0.5,0.5,4,5.0,I+T
mv_2595,10,10,7,8.0,I+T
mv_2596,10,10,7,8.0,I+T
mv_2597,10,10,7,8.0,I+T
mv_2598,1000,1000,7,8.0,I+T
mv_2600,C,C,(B),nan,I+T
mv_2601,D,D,(B),nan,I+T
mv_2602,D,D,(B),nan,I+T
mv_2603,D,D,(B),nan,I+T
mv_2605,1,1,5,6.0,I+T
mv_2606,8,8,5,6.0,I+T
mv_2607,8,8,5,6.0,I+T
mv_2608,12,12,5,6.0,I+T
mv_2610,B,B,(B),nan,I+T
mv_2611,B,B,(B),nan,I+T
mv_2612,B,B,(B),nan,I+T
mv_2613,B,B,(B),nan,I+T
mv_2615,E,E,E,nan,I+T
mv_2616,E,E,E,nan,I+T
mv_2617,E,E,E,nan,I+T
mv_2618,E,E,E,nan,I+T
mv_2620,E,E,F,nan,I+T
mv_2621,A,A,F,nan,I+T
mv_2622,A,A,F,nan,I+T
mv_2623,A,A,F,nan,I+T
mv_2625,A,A,F,nan,I+T
mv_2626,A,A,F,nan,I+T
mv_2627,A,A,F,nan,I+T
mv_2628,A,A,F,nan,I+T
mv_2630,A,A,D,nan,I+T
mv_2631,A,A,D,nan,I+T
mv_2632,A,A,D,nan,I+T
mv_2633,A,A,D,nan,I+T
mv_2635,A,A,E,nan,I+T
mv_2636,A,A,E,nan,I+T
mv_2637,A,A,E,nan,I+T
mv_2638,A,A,E,nan,I+T
mv_2640,y = 2 - 3sin(x),2,0.2,1.2,I+T
mv_2641,0.5,0.5,0.2,1.2,I+T
mv_2642,y = 1.8x,1.8,0.2,1.2,I+T
mv_2643,0.5,0.5,0.2,1.2,I+T
mv_2645,2.2,2.2,-5.35,-6.42,I+T
mv_2646,0.5,0.5,-5.35,-6.42,I+T
mv_2647,2x^2 + 3x - 1,2,-5.35,-6.42,I+T
mv_2648,0.5,0.5,-5.35,-6.42,I+T
mv_2650,y = 3.5sin(x),3.5s,2,4.0,I+T
mv_2651,1,1,2,4.0,I+T
mv_2652,2x^2 - 4x + 3,2,2,4.0,I+T
mv_2653,1,1,2,4.0,I+T
mv_2655,x^2 + 2x - 1 = 0,2,7.7,9.24,I+T
mv_2656,2x^2 + 13x + 13,2,7.7,9.24,I+T
mv_2657,2x^2 + 13x + 13,2,7.7,9.24,I+T
mv_2658,2x^2 + 13x + 13,2,7.7,9.24,I+T
mv_2660,3.5,3.5,1.5,1.8,I+T
mv_2661,3.5,3.5,1.5,1.8,I+T
mv_2662,3.5,3.5,1.5,1.8,I+T
mv_2663,3.5,3.5,1.5,1.8,I+T
mv_2665,8.5,8.5,3.15,3.78,I+T
mv_2666,8,8,3.15,3.78,I+T
mv_2667,8,8,3.15,3.78,I+T
mv_2668,8,8,3.15,3.78,I+T
mv_2670,1.2,1.2,4.6,5.52,I+T
mv_2671,1,1,4.6,5.52,I+T
mv_2672,3,3,4.6,5.52,I+T
mv_2673,1,1,4.6,5.52,I+T
mv_2675,13,13,5.3,6.36,I+T
mv_2676,1,1,5.3,6.36,I+T
mv_2677,2,2,5.3,6.36,I+T
mv_2678,1,1,5.3,6.36,I+T
mv_2680,2π,2,\pi,nan,I+T
mv_2681,2π,2,\pi,nan,I+T
mv_2682,0.8,0.8,\pi,nan,I+T
mv_2683,2π,2,\pi,nan,I+T
mv_2685,5,5,{8}{5} \pi,nan,I+T
mv_2686,2π,2,{8}{5} \pi,nan,I+T
mv_2687,1.0,1.0,{8}{5} \pi,nan,I+T
mv_2688,2π,2,{8}{5} \pi,nan,I+T
mv_2690,2π,2,4 \pi,nan,I+T
mv_2691,2π,2,4 \pi,nan,I+T
mv_2692,1.5,1.5,4 \pi,nan,I+T
mv_2693,2π,2,4 \pi,nan,I+T
mv_2695,1.25,1.25,14,17.0,I+T
mv_2696,2π,2,14,17.0,I+T
mv_2697,1.5,1.5,14,17.0,I+T
mv_2698,2π,2,14,17.0,I+T
mv_2700,y = 1.5sin(x),1.5s,3,4.0,I+T
mv_2701,1/2,1,3,4.0,I+T
mv_2702,1.5,1.5,3,4.0,I+T
mv_2703,1/2,1,3,4.0,I+T
mv_2705,9.8,9.8,6.5,7.8,I+T
mv_2706,1,1,6.5,7.8,I+T
mv_2707,1,1,6.5,7.8,I+T
mv_2708,1,1,6.5,7.8,I+T
mv_2710,f(x) = 2.5 \* cos(x - 9) + 1.5,2.5,3 \cos (2 \pi x+4 \pi)-6,nan,I+T
mv_2711,f(x) = sin(x),f(x),3 \cos (2 \pi x+4 \pi)-6,nan,I+T
mv_2712,f(x) = 2x + 3,2,3 \cos (2 \pi x+4 \pi)-6,nan,I+T
mv_2713,f(x) = sin(x),f(x),3 \cos (2 \pi x+4 \pi)-6,nan,I+T
mv_2715,A,A,C,nan,I+T
mv_2716,B,B,C,nan,I+T
mv_2717,B,B,C,nan,I+T
mv_2718,B,B,C,nan,I+T
mv_2720,B,B,B,nan,I+T
mv_2721,B,B,B,nan,I+T
mv_2722,B,B,B,nan,I+T
mv_2723,B,B,B,nan,I+T
mv_2725,A,A,A,nan,I+T
mv_2726,A,A,A,nan,I+T
mv_2727,A,A,A,nan,I+T
mv_2728,A,A,A,nan,I+T
mv_2730,h(x) = 3 - 2 \* cos(x),3,3.5 \cos \left(\frac{2}{3} x+\frac{4 \pi}{3}\right)-0.5,nan,I+T
mv_2731,h(x) = sin(x),h(x),3.5 \cos \left(\frac{2}{3} x+\frac{4 \pi}{3}\right)-0.5,nan,I+T
mv_2732,h(x) = 10 - 3x,10,3.5 \cos \left(\frac{2}{3} x+\frac{4 \pi}{3}\right)-0.5,nan,I+T
mv_2733,h(x) = sin(x),h(x),3.5 \cos \left(\frac{2}{3} x+\frac{4 \pi}{3}\right)-0.5,nan,I+T
mv_2735,B,B,A,nan,I+T
mv_2736,A,A,A,nan,I+T
mv_2737,B,B,A,nan,I+T
mv_2738,A,A,A,nan,I+T
mv_2740,12,12,12.5,15.0,I+T
mv_2741,12,12,12.5,15.0,I+T
mv_2742,12,12,12.5,15.0,I+T
mv_2743,12,12,12.5,15.0,I+T
mv_2745,A,A,B,nan,I+T
mv_2746,A,A,B,nan,I+T
mv_2747,A,A,B,nan,I+T
mv_2748,A,A,B,nan,I+T
mv_2750,A,A,B,nan,I+T
mv_2751,A,A,B,nan,I+T
mv_2752,A,A,B,nan,I+T
mv_2753,A,A,B,nan,I+T
mv_2755,E,E,E,nan,I+T
mv_2756,E,E,E,nan,I+T
