item_id,image_path,question_text_original,answer_gold_diagram,choices_optional,roi_hint_optional,answer_gold_text_misleading,condition,question_text,gold_correct_by
mv_3468,data/mathverse_images/mv_3468.png,"If Xavier drinks 4 glasses for 7 days , how many litres of water would he drink altogether?

Round your answer to one decimal place.",Weekly water intake $=15.5$ Litres,,,None,I+T_masked,"If Xavier drinks [NUM] glasses for [NUM] days , how many litres of water would he drink altogether?

Round your answer to one decimal place.",diagram
mv_3470,data/mathverse_images/mv_3470.png,"In the diagram, the solid is 3 cm thick. The edge is 9 cm and the angle is 45°. Calculate the volume of the solid, correct to one decimal places.",Volume $=89.1 \mathrm{~cm}^{3}$,,,None,I+T_masked,"In the diagram, the solid is [NUM] cm thick. The edge is [NUM] cm and the angle is [NUM]°. Calculate the volume of the solid, correct to one decimal places.",diagram
mv_3471,data/mathverse_images/mv_3471.png,"The solid is 3 cm thick. Calculate the volume of the solid, correct to one decimal places.",Volume $=89.1 \mathrm{~cm}^{3}$,,,None,I+T_masked,"The solid is [NUM] cm thick. Calculate the volume of the solid, correct to one decimal places.",diagram
mv_3472,data/mathverse_images/mv_3472.png,"The solid is 3 cm thick. Calculate the volume of the solid, correct to one decimal places.",Volume $=89.1 \mathrm{~cm}^{3}$,,,None,I+T_masked,"The solid is [NUM] cm thick. Calculate the volume of the solid, correct to one decimal places.",diagram
mv_3473,data/mathverse_images/mv_3473.png,"Calculate the volume of the solid, correct to one decimal places.",Volume $=89.1 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Calculate the volume of the solid, correct to one decimal places.",diagram
mv_3475,data/mathverse_images/mv_3475.png,"Find the volume of the figure shown, correct to two decimal places. The inner cylinder has a radius of 4 cm and the outer cylinder has a radius of 9 cm. The height of both cylinders is 2 cm.",Volume $=609.47 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown, correct to two decimal places. The inner cylinder has a radius of [NUM] cm and the outer cylinder has a radius of [NUM] cm. The height of both cylinders is [NUM] cm.",diagram
mv_3476,data/mathverse_images/mv_3476.png,"Find the volume of the figure shown, correct to two decimal places. The height of both cylinders is 2 cm.",Volume $=609.47 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown, correct to two decimal places. The height of both cylinders is [NUM] cm.",diagram
mv_3477,data/mathverse_images/mv_3477.png,"Find the volume of the figure shown, correct to two decimal places. The height of both solid figures is 2 cm.",Volume $=609.47 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown, correct to two decimal places. The height of both solid figures is [NUM] cm.",diagram
mv_3478,data/mathverse_images/mv_3478.png,"Find the volume of the figure shown, correct to two decimal places.",Volume $=609.47 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown, correct to two decimal places.",diagram
mv_3480,data/mathverse_images/mv_3480.png,"Find the volume of the figure shown. The top and bottom cylinder are the same size with a radius of 8 cm and height of 2 cm. The middle cylinder has a diameter of 3 cm and height of 10 cm.

Round your answer to two decimal places.",Volume $=874.93 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown. The top and bottom cylinder are the same size with a radius of [NUM] cm and height of [NUM] cm. The middle cylinder has a diameter of [NUM] cm and height of [NUM] cm.

Round your answer to two decimal places.",diagram
mv_3481,data/mathverse_images/mv_3481.png,"Find the volume of the figure shown. The middle cylinder has a diameter of 3 cm and height of 10 cm.

Round your answer to two decimal places.",Volume $=874.93 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown. The middle cylinder has a diameter of [NUM] cm and height of [NUM] cm.

Round your answer to two decimal places.",diagram
mv_3482,data/mathverse_images/mv_3482.png,"Find the volume of the figure shown. The middle solid figure has a diameter of 3 cm and height of 10 cm.

Round your answer to two decimal places.",Volume $=874.93 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown. The middle solid figure has a diameter of [NUM] cm and height of [NUM] cm.

Round your answer to two decimal places.",diagram
mv_3483,data/mathverse_images/mv_3483.png,"Find the volume of the figure shown.

Round your answer to two decimal places.",Volume $=874.93 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the figure shown.

Round your answer to two decimal places.",diagram
mv_3485,data/mathverse_images/mv_3485.png,"A hole is drilled through a rectangular box forming the solid shown. The box has sides of length 10cm, 8cm and 14cm. The radius of hole is 2cm. Find the volume of the solid, correct to two decimal places.",Volume $=944.07 \mathrm{~cm}^{3}$,,,None,I+T_masked,"A hole is drilled through a rectangular box forming the solid shown. The box has sides of length [NUM]cm, [NUM]cm and [NUM]cm. The radius of hole is [NUM]cm. Find the volume of the solid, correct to two decimal places.",diagram
mv_3486,data/mathverse_images/mv_3486.png,"The radius of hole is 2cm. Find the volume of the solid, correct to two decimal places.",Volume $=944.07 \mathrm{~cm}^{3}$,,,None,I+T_masked,"The radius of hole is [NUM]cm. Find the volume of the solid, correct to two decimal places.",diagram
mv_3487,data/mathverse_images/mv_3487.png,"The radius of hole is 2cm. Find the volume of the solid, correct to two decimal places.",Volume $=944.07 \mathrm{~cm}^{3}$,,,None,I+T_masked,"The radius of hole is [NUM]cm. Find the volume of the solid, correct to two decimal places.",diagram
mv_3488,data/mathverse_images/mv_3488.png,"Find the volume of the solid, correct to two decimal places.",Volume $=944.07 \mathrm{~cm}^{3}$,,,None,I+T_masked,"Find the volume of the solid, correct to two decimal places.",diagram
mv_3490,data/mathverse_images/mv_3490.png,Consider the following cube with a side length equal to 6 cm. The nine marked edges have the same length. Find the total surface area.,216.\mathrm{cm}^2,,,None,I+T_masked,Consider the following cube with a side length equal to [NUM] cm. The nine marked edges have the same length. Find the total surface area.,diagram
mv_3491,data/mathverse_images/mv_3491.png,Find the total surface area of the cube with a side length equal to 6 cm. The nine marked edges have the same length.,216.\mathrm{cm}^2,,,None,I+T_masked,Find the total surface area of the cube with a side length equal to [NUM] cm. The nine marked edges have the same length.,diagram
mv_3492,data/mathverse_images/mv_3492.png,Find the total surface area of the solid with a side length equal to 6 cm.,216.\mathrm{cm}^2,,,None,I+T_masked,Find the total surface area of the solid with a side length equal to [NUM] cm.,diagram
mv_3493,data/mathverse_images/mv_3493.png,Find the total surface area of the cube. The nine marked edges have the same length.,216.\mathrm{cm}^2,,,None,I+T_masked,Find the total surface area of the cube. The nine marked edges have the same length.,diagram
mv_3495,data/mathverse_images/mv_3495.png,"Consider the following rectangular prism with length width and height equal to 12 m, 6 m and 4 m respectively.

Find the surface area of the prism.",288 \mathrm{m}^2,,,None,I+T_masked,"Consider the following rectangular prism with length width and height equal to [NUM] m, [NUM] m and [NUM] m respectively.

Find the surface area of the prism.",diagram
mv_3496,data/mathverse_images/mv_3496.png,Find the surface area of the rectangular prism with length equal to 12 m.,288 \mathrm{m}^2,,,None,I+T_masked,Find the surface area of the rectangular prism with length equal to [NUM] m.,diagram
mv_3497,data/mathverse_images/mv_3497.png,Find the surface area of the solid figure with length equal to 12 m.,288 \mathrm{m}^2,,,None,I+T_masked,Find the surface area of the solid figure with length equal to [NUM] m.,diagram
mv_3498,data/mathverse_images/mv_3498.png,Find the surface area of the rectangular.,288 \mathrm{m}^2,,,None,I+T_masked,Find the surface area of the rectangular.,diagram
mv_3500,data/mathverse_images/mv_3500.png,Find the surface area of the triangular prism shown. The height is 21 cm. The base is an isosceles triangle with waist length of 10 cm and base length of 12 cm.,768 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the triangular prism shown. The height is [NUM] cm. The base is an isosceles triangle with waist length of [NUM] cm and base length of [NUM] cm.,diagram
mv_3501,data/mathverse_images/mv_3501.png,Find the surface area of the triangular prism shown. The height is 21 cm. The base is an isosceles triangle.,768 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the triangular prism shown. The height is [NUM] cm. The base is an isosceles triangle.,diagram
mv_3502,data/mathverse_images/mv_3502.png,Find the surface area of the solid figure shown. The height is 21 cm.,768 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the solid figure shown. The height is [NUM] cm.,diagram
mv_3503,data/mathverse_images/mv_3503.png,Find the surface area of the triangular prism.,768 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the triangular prism.,diagram
mv_3505,data/mathverse_images/mv_3505.png,"Find the surface area of the triangular prism shown. The height is 20 cm. The base is right triangle with edges of length 6 cm, 8 cm and 10 cm.",528 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the triangular prism shown. The height is [NUM] cm. The base is right triangle with edges of length [NUM] cm, [NUM] cm and [NUM] cm.",diagram
mv_3506,data/mathverse_images/mv_3506.png,Find the surface area of the triangular prism shown. The height is 20 cm.,528 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the triangular prism shown. The height is [NUM] cm.,diagram
mv_3507,data/mathverse_images/mv_3507.png,Find the surface area of the solid figure shown. The height is 20 cm.,528 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the solid figure shown. The height is [NUM] cm.,diagram
mv_3508,data/mathverse_images/mv_3508.png,Find the surface area of the triangular prism.,528 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the triangular prism.,diagram
mv_3510,data/mathverse_images/mv_3510.png,"The dimensions of a trapezoidal prism are given in the following diagram (not drawn to scale). A trapezoidal prism consists of two trapezium faces and four rectangular faces. The trapezium face has edges of 10cm, 5cm and 18cm and height of 3cm. The bottom face has edges of 18cm and 8cm.

Find the surface area of the trapezoidal prism.",338 \mathrm{cm}^2,,,None,I+T_masked,"The dimensions of a trapezoidal prism are given in the following diagram (not drawn to scale). A trapezoidal prism consists of two trapezium faces and four rectangular faces. The trapezium face has edges of [NUM]cm, [NUM]cm and [NUM]cm and height of [NUM]cm. The bottom face has edges of [NUM]cm and [NUM]cm.

Find the surface area of the trapezoidal prism.",diagram
mv_3511,data/mathverse_images/mv_3511.png,Find the surface area of the trapezoidal prism. The bottom face has edges of 18cm and 8cm.,338 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the trapezoidal prism. The bottom face has edges of [NUM]cm and [NUM]cm.,diagram
mv_3512,data/mathverse_images/mv_3512.png,Find the surface area of the solid prism. The bottom face has edges of 18cm and 8cm.,338 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the solid prism. The bottom face has edges of [NUM]cm and [NUM]cm.,diagram
mv_3513,data/mathverse_images/mv_3513.png,Find the surface area of the trapezoidal prism.,338 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the trapezoidal prism.,diagram
mv_3515,data/mathverse_images/mv_3515.png,Find the surface area of this prism. The prism consists of 10 different rectangles with edges. The thickness of the prism is 3cm.,534 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of this prism. The prism consists of [NUM] different rectangles with edges. The thickness of the prism is [NUM]cm.,diagram
mv_3516,data/mathverse_images/mv_3516.png,Find the surface area of this prism. The thickness of the prism is 3cm.,534 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of this prism. The thickness of the prism is [NUM]cm.,diagram
mv_3517,data/mathverse_images/mv_3517.png,Find the surface area of this solid. The thickness of the solid is 3cm.,534 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of this solid. The thickness of the solid is [NUM]cm.,diagram
mv_3518,data/mathverse_images/mv_3518.png,Find the surface area of this prism.,534 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of this prism.,diagram
mv_3520,data/mathverse_images/mv_3520.png,"Consider the following trapezoidal prism. The right rectangle surface has edges of 3cm and 10cm. The trapezoid surface has edges of 3cm, 10cm and 13cm.  Find the surface area of the trapezoidal prism.

Give your answer to the nearest one decimal place.",577.0 \mathrm{cm}^2,,,None,I+T_masked,"Consider the following trapezoidal prism. The right rectangle surface has edges of [NUM]cm and [NUM]cm. The trapezoid surface has edges of [NUM]cm, [NUM]cm and [NUM]cm.  Find the surface area of the trapezoidal prism.

Give your answer to the nearest one decimal place.",diagram
mv_3521,data/mathverse_images/mv_3521.png,"Find the surface area of following trapezoidal prism. The right rectangle surface has one edge of 10cm.

Give your answer to the nearest one decimal place.",577.0 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of following trapezoidal prism. The right rectangle surface has one edge of [NUM]cm.

Give your answer to the nearest one decimal place.",diagram
mv_3522,data/mathverse_images/mv_3522.png,"Find the surface area of the following solid prism. The right rectangle surface has one edge of 10cm.

Give your answer to the nearest one decimal place.",577.0 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the following solid prism. The right rectangle surface has one edge of [NUM]cm.

Give your answer to the nearest one decimal place.",diagram
mv_3523,data/mathverse_images/mv_3523.png,"Find the surface area of the trapezoidal prism.

Give your answer to the nearest one decimal place.",577.0 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the trapezoidal prism.

Give your answer to the nearest one decimal place.",diagram
mv_3525,data/mathverse_images/mv_3525.png,Consider the following figure.Find the total surface area of the triangular prism shown. The height is 16cm. The base is an isosceles triangle with waist length of 10cm and base length of 12cm.,608 \mathrm{cm}^2,,,None,I+T_masked,Consider the following figure.Find the total surface area of the triangular prism shown. The height is [NUM]cm. The base is an isosceles triangle with waist length of [NUM]cm and base length of [NUM]cm.,diagram
mv_3526,data/mathverse_images/mv_3526.png,Find the total surface area of the triangular prism shown. The height is 16cm.,608 \mathrm{cm}^2,,,None,I+T_masked,Find the total surface area of the triangular prism shown. The height is [NUM]cm.,diagram
mv_3527,data/mathverse_images/mv_3527.png,Find the total surface area of the solid figure shown.,608 \mathrm{cm}^2,,,None,I+T_masked,Find the total surface area of the solid figure shown.,diagram
mv_3528,data/mathverse_images/mv_3528.png,Find the total surface area of the triangular prism.,608 \mathrm{cm}^2,,,None,I+T_masked,Find the total surface area of the triangular prism.,diagram
mv_3530,data/mathverse_images/mv_3530.png,"Find the surface area of the figure shown. The trapezoid surface has edges of 9cm, 12cm and 5cm. The height is 3 cm.

Give your answer to the nearest two decimal places.",200.49 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown. The trapezoid surface has edges of [NUM]cm, [NUM]cm and [NUM]cm. The height is [NUM] cm.

Give your answer to the nearest two decimal places.",diagram
mv_3531,data/mathverse_images/mv_3531.png,"Find the surface area of the figure shown. The height is 3 cm.

Give your answer to the nearest two decimal places.",200.49 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown. The height is [NUM] cm.

Give your answer to the nearest two decimal places.",diagram
mv_3532,data/mathverse_images/mv_3532.png,"Find the surface area of the figure shown. The height is 3 cm.

Give your answer to the nearest two decimal places.",200.49 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown. The height is [NUM] cm.

Give your answer to the nearest two decimal places.",diagram
mv_3533,data/mathverse_images/mv_3533.png,"Find the surface area of the figure shown.

Give your answer to the nearest two decimal places.",200.49 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown.

Give your answer to the nearest two decimal places.",diagram
mv_3535,data/mathverse_images/mv_3535.png,"Find the surface area of the figure shown. The two marked edges have the same length. The top rectangular prism has sides length of 12cm, 1cm and 1cm. The bottom rectangular prism has sides length of 7cm, 4cm and 1cm.",120 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown. The two marked edges have the same length. The top rectangular prism has sides length of [NUM]cm, [NUM]cm and [NUM]cm. The bottom rectangular prism has sides length of [NUM]cm, [NUM]cm and [NUM]cm.",diagram
mv_3536,data/mathverse_images/mv_3536.png,Find the surface area of the figure shown. The two marked edges have the same length.,120 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the figure shown. The two marked edges have the same length.,diagram
mv_3537,data/mathverse_images/mv_3537.png,Find the surface area of the figure shown.,120 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the figure shown.,diagram
mv_3538,data/mathverse_images/mv_3538.png,Find the surface area of the figure shown. The two marked edges have the same length.,120 \mathrm{cm}^2,,,None,I+T_masked,Find the surface area of the figure shown. The two marked edges have the same length.,diagram
mv_3540,data/mathverse_images/mv_3540.png,"Find the surface area of the square pyramid. The four marked edges have the same length. The perpendicular height is 6 cm. The side length of base is 10cm. Make sure to include all faces in your calculations.

Round your answer to one decimal place.",256.2 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the square pyramid. The four marked edges have the same length. The perpendicular height is [NUM] cm. The side length of base is [NUM]cm. Make sure to include all faces in your calculations.

Round your answer to one decimal place.",diagram
mv_3541,data/mathverse_images/mv_3541.png,"Find the surface area of the square pyramid. The perpendicular height is 6 cm.

Round your answer to one decimal place.",256.2 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the square pyramid. The perpendicular height is [NUM] cm.

Round your answer to one decimal place.",diagram
mv_3542,data/mathverse_images/mv_3542.png,"Find the surface area of the solid figure. The height is 6 cm.

Round your answer to one decimal place.",256.2 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the solid figure. The height is [NUM] cm.

Round your answer to one decimal place.",diagram
mv_3543,data/mathverse_images/mv_3543.png,"Find the surface area of the square pyramid.

Round your answer to one decimal place.",256.2 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the square pyramid.

Round your answer to one decimal place.",diagram
mv_3545,data/mathverse_images/mv_3545.png,"Find the surface area of the cone shown. The radius is 3cm. The slant height is 10cm.

Round your answer to two decimal places.",122.52 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the cone shown. The radius is [NUM]cm. The slant height is [NUM]cm.

Round your answer to two decimal places.",diagram
mv_3546,data/mathverse_images/mv_3546.png,"Find the surface area of the cone shown. The radius is 3cm.

Round your answer to two decimal places.",122.52 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the cone shown. The radius is [NUM]cm.

Round your answer to two decimal places.",diagram
mv_3547,data/mathverse_images/mv_3547.png,"Find the surface area of the solid shown. The radius is 3cm.

Round your answer to two decimal places.",122.52 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the solid shown. The radius is [NUM]cm.

Round your answer to two decimal places.",diagram
mv_3548,data/mathverse_images/mv_3548.png,"Find the surface area of the cone shown.

Round your answer to two decimal places.",122.52 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the cone shown.

Round your answer to two decimal places.",diagram
mv_3550,data/mathverse_images/mv_3550.png,"The top of a solid cone was sawed off to form the solid attached. The top cone has a diameter of 8cm and slant height of 8cm. The solid cone has a diameter of 4cm. The solid left has a slant height of 8cm. Find the surface area of the solid formed, correct to two decimal places.",91.11 \mathrm{cm}^2,,,None,I+T_masked,"The top of a solid cone was sawed off to form the solid attached. The top cone has a diameter of [NUM]cm and slant height of [NUM]cm. The solid cone has a diameter of [NUM]cm. The solid left has a slant height of [NUM]cm. Find the surface area of the solid formed, correct to two decimal places.",diagram
mv_3551,data/mathverse_images/mv_3551.png,"The solid cone has a diameter of 4cm. Find the surface area of the solid formed, correct to two decimal places.",91.11 \mathrm{cm}^2,,,None,I+T_masked,"The solid cone has a diameter of [NUM]cm. Find the surface area of the solid formed, correct to two decimal places.",diagram
mv_3552,data/mathverse_images/mv_3552.png,"The solid figure has a diameter of 4cm. Find the surface area of the solid formed, correct to two decimal places.",91.11 \mathrm{cm}^2,,,None,I+T_masked,"The solid figure has a diameter of [NUM]cm. Find the surface area of the solid formed, correct to two decimal places.",diagram
mv_3553,data/mathverse_images/mv_3553.png,"Find the surface area of the solid formed, correct to two decimal places.",91.11 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the solid formed, correct to two decimal places.",diagram
mv_3555,data/mathverse_images/mv_3555.png,"Find the surface area of the pyramid. The perpendicular height is 8mm. The base is a square with the edge of 10mm. Include all faces in your calculations.

Round your answer to two decimal places.",288.6 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the pyramid. The perpendicular height is [NUM]mm. The base is a square with the edge of [NUM]mm. Include all faces in your calculations.

Round your answer to two decimal places.",diagram
mv_3556,data/mathverse_images/mv_3556.png,"Find the surface area of the pyramid. The perpendicular height is 8mm.

Round your answer to two decimal places.",288.6 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the pyramid. The perpendicular height is [NUM]mm.

Round your answer to two decimal places.",diagram
mv_3557,data/mathverse_images/mv_3557.png,"Find the surface area of the solid figure. The perpendicular height is 8mm.

Round your answer to two decimal places.",288.6 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the solid figure. The perpendicular height is [NUM]mm.

Round your answer to two decimal places.",diagram
mv_3558,data/mathverse_images/mv_3558.png,"Find the surface area of the pyramid.

Round your answer to two decimal places.",288.6 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the pyramid.

Round your answer to two decimal places.",diagram
mv_3560,data/mathverse_images/mv_3560.png,"Find the surface area of the cone given. The radius is 9.1cm. The slant height is 13.7cm.

Give your answer correct to 2 decimal places.",651.82 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the cone given. The radius is [NUM]cm. The slant height is [NUM]cm.

Give your answer correct to [NUM] decimal places.",diagram
mv_3561,data/mathverse_images/mv_3561.png,"Find the surface area of the cone given. The slant height is 13.7cm.

Give your answer correct to 2 decimal places.",651.82 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the cone given. The slant height is [NUM]cm.

Give your answer correct to [NUM] decimal places.",diagram
mv_3562,data/mathverse_images/mv_3562.png,"Find the surface area of the solid figure given. The slant height is 13.7cm.

Give your answer correct to 2 decimal places.",651.82 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the solid figure given. The slant height is [NUM]cm.

Give your answer correct to [NUM] decimal places.",diagram
mv_3563,data/mathverse_images/mv_3563.png,"Find the surface area of the cone given.

Give your answer correct to 2 decimal places.",651.82 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the cone given.

Give your answer correct to [NUM] decimal places.",diagram
mv_3565,data/mathverse_images/mv_3565.png,"Find the surface area of the prism shown. The bottom is a rectangular prism with edges of 6m, 5m and 10m. The top is a triangular prism. The marked edges are the same length.

Round your answer to two decimal places.",323.10 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the prism shown. The bottom is a rectangular prism with edges of [NUM]m, [NUM]m and [NUM]m. The top is a triangular prism. The marked edges are the same length.

Round your answer to two decimal places.",diagram
mv_3566,data/mathverse_images/mv_3566.png,"Find the surface area of the prism shown. The marked edges are the same length.

Round your answer to two decimal places.",323.10 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the prism shown. The marked edges are the same length.

Round your answer to two decimal places.",diagram
mv_3567,data/mathverse_images/mv_3567.png,"Find the surface area of the solid figure shown.

Round your answer to two decimal places.",323.10 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the solid figure shown.

Round your answer to two decimal places.",diagram
mv_3568,data/mathverse_images/mv_3568.png,"Find the surface area of the prism shown. The marked edges are the same length.

Round your answer to two decimal places.",323.10 \mathrm{m}^2,,,None,I+T_masked,"Find the surface area of the prism shown. The marked edges are the same length.

Round your answer to two decimal places.",diagram
mv_3570,data/mathverse_images/mv_3570.png,"Find the surface area of the figure shown, rounded to two decimal places. Assume that the solid is three quarters of a cylinder. The height is 12 cm and radius is 5 cm.",520.55 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown, rounded to two decimal places. Assume that the solid is three quarters of a cylinder. The height is [NUM] cm and radius is [NUM] cm.",diagram
mv_3571,data/mathverse_images/mv_3571.png,"Find the surface area of the figure shown, rounded to two decimal places. The height is 12 cm.",520.55 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown, rounded to two decimal places. The height is [NUM] cm.",diagram
mv_3572,data/mathverse_images/mv_3572.png,"Find the surface area of the figure shown, rounded to two decimal places. The height is 12 cm.",520.55 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown, rounded to two decimal places. The height is [NUM] cm.",diagram
mv_3573,data/mathverse_images/mv_3573.png,"Find the surface area of the figure shown, rounded to two decimal places.",520.55 \mathrm{cm}^2,,,None,I+T_masked,"Find the surface area of the figure shown, rounded to two decimal places.",diagram
mv_3575,data/mathverse_images/mv_3575.png,"Assume that both boxes are identical in size. The box has edges of length 20, 25 and 33. The middle cylinder has radius of 6 and height of 11.
Find the surface area of the solid.

Round your answer to two decimal places.",8128.50 \text { units }^2,,,None,I+T_masked,"Assume that both boxes are identical in size. The box has edges of length [NUM], [NUM] and [NUM]. The middle cylinder has radius of [NUM] and height of [NUM].
Find the surface area of the solid.

Round your answer to two decimal places.",diagram
mv_3576,data/mathverse_images/mv_3576.png,"Assume that both boxes are identical in size. The middle cylinder has radius of 6 and height of 11.
Find the surface area of the solid.

Round your answer to two decimal places.",8128.50 \text { units }^2,,,None,I+T_masked,"Assume that both boxes are identical in size. The middle cylinder has radius of [NUM] and height of [NUM].
Find the surface area of the solid.

Round your answer to two decimal places.",diagram
mv_3577,data/mathverse_images/mv_3577.png,"The middle solid has radius of 6 and height of 11.
Find the surface area of the solid.

Round your answer to two decimal places.",8128.50 \text { units }^2,,,None,I+T_masked,"The middle solid has radius of [NUM] and height of [NUM].
Find the surface area of the solid.

Round your answer to two decimal places.",diagram
mv_3578,data/mathverse_images/mv_3578.png,"Find the surface area of the solid.

Round your answer to two decimal places.",8128.50 \text { units }^2,,,None,I+T_masked,"Find the surface area of the solid.

Round your answer to two decimal places.",diagram
mv_3580,data/mathverse_images/mv_3580.png,"Given the following square pyramid. The height of the square pyramid is 6cm. The length of the base is 10cm.
Find the volume of the square pyramid.",200 \mathrm{cm}^3,,,None,I+T_masked,"Given the following square pyramid. The height of the square pyramid is [NUM]cm. The length of the base is [NUM]cm.
Find the volume of the square pyramid.",diagram
mv_3581,data/mathverse_images/mv_3581.png,"Given the following square pyramid. The length of the base is 10cm.
Find the volume of the square pyramid.",200 \mathrm{cm}^3,,,None,I+T_masked,"Given the following square pyramid. The length of the base is [NUM]cm.
Find the volume of the square pyramid.",diagram
mv_3582,data/mathverse_images/mv_3582.png,"Given the following solid. The length of the base is 10cm.
Find the volume of the solid.",200 \mathrm{cm}^3,,,None,I+T_masked,"Given the following solid. The length of the base is [NUM]cm.
Find the volume of the solid.",diagram
mv_3583,data/mathverse_images/mv_3583.png,"Given the following square pyramid.
Find the volume of the square pyramid.",200 \mathrm{cm}^3,,,None,I+T_masked,"Given the following square pyramid.
Find the volume of the square pyramid.",diagram
mv_3585,data/mathverse_images/mv_3585.png,"Consider the two similar spheres shown. The smaller sphere has radius $3$ cm while the larger sphere has a radius of 12 cm.


Find the volume of Sphere A, in simplest exact form.",36\pi \mathrm{cm}^3,,,None,I+T_masked,"Consider the two similar spheres shown. The smaller sphere has radius $[NUM]$ cm while the larger sphere has a radius of [NUM] cm.


Find the volume of Sphere A, in simplest exact form.",diagram
mv_3586,data/mathverse_images/mv_3586.png,"Consider the two similar spheres shown. The larger sphere has a radius of 12 cm.


Find the volume of Sphere A, in simplest exact form.",36\pi \mathrm{cm}^3,,,None,I+T_masked,"Consider the two similar spheres shown. The larger sphere has a radius of [NUM] cm.


Find the volume of Sphere A, in simplest exact form.",diagram
mv_3587,data/mathverse_images/mv_3587.png,"Consider the two similar solids shown. The larger solid has a radius of 12 cm.


Find the volume of solid A, in simplest exact form.",36\pi \mathrm{cm}^3,,,None,I+T_masked,"Consider the two similar solids shown. The larger solid has a radius of [NUM] cm.


Find the volume of solid A, in simplest exact form.",diagram
mv_3588,data/mathverse_images/mv_3588.png,"Consider the two similar spheres shown.


Find the volume of Sphere A, in simplest exact form.",36\pi \mathrm{cm}^3,,,None,I+T_masked,"Consider the two similar spheres shown.


Find the volume of Sphere A, in simplest exact form.",diagram
